Faction Name,Home System,Commodities,Starting Fleet,Starting Technologies,Breaktrough,Component_Type,Component_ID,Full_Rule_Text
Naalu Collective,"Druaa: 3/1
Maaluuk: 0/2",3,"1 Carrier
1 Cruiser
1 Destroyer
3 Fighters
4 Infantry
1 Space Dock
1 PDS","Sarween Tools (0)
Neural Motivator (0)",,BREAKTHROUGH,"When you would resolve the secondary ability of another player's strategy card, you may give them a promissory note to resolve it without spending a command token.","When you would resolve the secondary ability of another player's strategy card, you may give them a promissory note to resolve it without spending a command token."
Naaz-Rokha Alliance,"Naazir: 2/1
Rokha: 1/2",3,,,,FACTION_SUMMARY,Naaz-Rokha Alliance,
Naaz-Rokha Alliance,"Naazir: 2/1
Rokha: 1/2",3,,,,FACTION_ABILITIES,Distant Suns,Distant Suns:
Naaz-Rokha Alliance,"Naazir: 2/1
Rokha: 1/2",3,,,,FACTION_ABILITIES,"When you explore a planet that contains 1 of your mechs, you may draw 1 additional card; choose 1 to resolve and discard the rest.","When you explore a planet that contains 1 of your mechs, you may draw 1 additional card; choose 1 to resolve and discard the rest."
Naaz-Rokha Alliance,"Naazir: 2/1
Rokha: 1/2",3,,,,FACTION_ABILITIES,Fabrication,Fabrication:
Naaz-Rokha Alliance,"Naazir: 2/1
Rokha: 1/2",3,,,,FACTION_ABILITIES,ACTION,ACTION: Either purge 2 of your relic fragments of the same type to gain 1 relic or purge 1 of your relic fragments to gain 1 command token.
Naaz-Rokha Alliance,"Naazir: 2/1
Rokha: 1/2",3,,,,PROMISSORY_NOTE,Black Market Forgery,Black Market Forgery:
Naaz-Rokha Alliance,"Naazir: 2/1
Rokha: 1/2",3,,,,PROMISSORY_NOTE,ACTION,ACTION: Purge 2 of your relic fragments of the same type to gain 1 relic.
Naaz-Rokha Alliance,"Naazir: 2/1
Rokha: 1/2",3,,,,PROMISSORY_NOTE,"Then, return this card to the Naaz-Rokha player.","Then, return this card to the Naaz-Rokha player."
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,FACTION_SUMMARY,Starting Fleet,
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,FACTION_TECHNOLOGIES,Pre-Fab Arcologies,Pre-Fab Arcologies (GGG):
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,FACTION_TECHNOLOGIES,"After you explore a planet, ready that planet.","After you explore a planet, ready that planet."
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,FACTION_TECHNOLOGIES,Supercharge,Supercharge (R):
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,FACTION_TECHNOLOGIES,"At the start of a combat round, you may exhaust this card to apply +1 to the result of each of your unit's combat rolls during this combat round.","At the start of a combat round, you may exhaust this card to apply +1 to the result of each of your unit's combat rolls during this combat round."
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,SPECIAL_UNITS,Psychoarchaeology,Psychoarchaeology (0)
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,SPECIAL_UNITS,AI Development Algorithm,AI Development Algorithm (0)
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,FLAGSHIP,Visz El Vir,Visz El Vir:
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,FLAGSHIP,Cost,Cost: 8
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,FLAGSHIP,Combat,Combat: 9 (x2)
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,FLAGSHIP,Move,Move: 1
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,FLAGSHIP,Capacity,Capacity: 4
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,FLAGSHIP,Sustain Damage,Sustain Damage
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,FLAGSHIP,Your mechs in this system roll 1 additional die during combat.,Your mechs in this system roll 1 additional die during combat.
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,MECH,Eidolon,Eidolon:
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,MECH,Cost,Cost: 2
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,MECH,Combat,Combat: 6 (x2)
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,MECH,Sustain Damage,Sustain Damage
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,MECH,"If this unit is in the space area of the active system at the start of a space combat, flip this card.","If this unit is in the space area of the active system at the start of a space combat, flip this card."
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,MECH,This card begins the game with this side faceup.,This card begins the game with this side faceup.
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,MECH,Z-Grav Eidolon,Z-Grav Eidolon:
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,MECH,Cost,Cost: 2
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,MECH,Combat,Combat: 8 (x2)
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,MECH,"If this unit is in the space area of the active system, it is a also ship. At the end of a space battle in the active system, flip this card.","If this unit is in the space area of the active system, it is a also ship. At the end of a space battle in the active system, flip this card."
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,MECH,This card begins the game with this side facedown.,This card begins the game with this side facedown.
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,AGENT,Garv and Gunn,Garv and Gunn:
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,AGENT,At the end of a player's turn,At the end of a player's turn:
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,AGENT,You may exhaust this card to allow that player to explore 1 of their planets.,You may exhaust this card to allow that player to explore 1 of their planets.
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,COMMANDER,Dart and Tai,Dart and Tai:
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,COMMANDER,Unlock,Unlock: Have mechs in 3 systems.
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,COMMANDER,After you gain control of a planet that was controlled by another player,After you gain control of a planet that was controlled by another player:
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,COMMANDER,You may explore that planet.,You may explore that planet.
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,HERO,Hesh and Prit,Hesh and Prit:
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,HERO,Unlock,Unlock: Have 3 scored objectives.
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,HERO,Perfect Synthesis,Perfect Synthesis:
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,HERO,ACTION,"ACTION: Gain 1 relic and perform the secondary ability of up to 2 readied or unchosen strategy cards; during this action, spend command tokens from your reinforcements instead of your strategy pool. Then, purge this card."
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,BREAKTHROUGH,Absolute Synergy,Absolute Synergy: B<>G
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,BREAKTHROUGH,"When you have 4 mechs in the same system, you may return 3 of those mechs to your reinforcements to flip this card and place it on top of your mech card.","When you have 4 mechs in the same system, you may return 3 of those mechs to your reinforcements to flip this card and place it on top of your mech card."
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,BREAKTHROUGH,Eidolon Maximum,Eidolon Maximum:
Starting Fleet,,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,BREAKTHROUGH,"This unit is both a ship and ground force. It cannot be assigned hits from unit abilities. Repair it at the start of every combat round. Game effects cannot place or produce your mechs. When this unit is destroyed or removed, flip this card and return it to your play area.","This unit is both a ship and ground force. It cannot be assigned hits from unit abilities. Repair it at the start of every combat round. Game effects cannot place or produce your mechs. When this unit is destroyed or removed, flip this card and return it to your play area."
Nekro Virus,Mordai II: 4/0,3,"1 Dreadnought
1 Carrier
1 Cruiser
2 Fighters
2 Infantry
1 Space Dock","Dacxive Animators (G)
Valefar Assimilator X
Valefar Assimilator Y",,FACTION_SUMMARY,Nekro Virus,
Nekro Virus,Mordai II: 4/0,3,"1 Dreadnought
1 Carrier
1 Cruiser
2 Fighters
2 Infantry
1 Space Dock","Dacxive Animators (G)
Valefar Assimilator X
Valefar Assimilator Y",,FACTION_ABILITIES,Galactic Threat,Galactic Threat:
Nekro Virus,Mordai II: 4/0,3,"1 Dreadnought
1 Carrier
1 Cruiser
2 Fighters
2 Infantry
1 Space Dock","Dacxive Animators (G)
Valefar Assimilator X
Valefar Assimilator Y",,FACTION_ABILITIES,"You cannot vote on agendas. Once per agenda phase, after an agenda is revealed, you may predict aloud the outcome of that agenda. If your prediction is correct, gain 1 technology that is owned by a player who voted how you predicted.","You cannot vote on agendas. Once per agenda phase, after an agenda is revealed, you may predict aloud the outcome of that agenda. If your prediction is correct, gain 1 technology that is owned by a player who voted how you predicted."
Nekro Virus,Mordai II: 4/0,3,"1 Dreadnought
1 Carrier
1 Cruiser
2 Fighters
2 Infantry
1 Space Dock","Dacxive Animators (G)
Valefar Assimilator X
Valefar Assimilator Y",,FACTION_ABILITIES,Technology Singularity,Technology Singularity:
Nekro Virus,Mordai II: 4/0,3,"1 Dreadnought
1 Carrier
1 Cruiser
2 Fighters
2 Infantry
1 Space Dock","Dacxive Animators (G)
Valefar Assimilator X
Valefar Assimilator Y",,FACTION_ABILITIES,"Once per combat, after 1 of your opponent's units is destroyed, you may gain 1 technology that is owned by that player.","Once per combat, after 1 of your opponent's units is destroyed, you may gain 1 technology that is owned by that player."
Nekro Virus,Mordai II: 4/0,3,"1 Dreadnought
1 Carrier
1 Cruiser
2 Fighters
2 Infantry
1 Space Dock","Dacxive Animators (G)
Valefar Assimilator X
Valefar Assimilator Y",,FACTION_ABILITIES,Propagation,Propagation:
Nekro Virus,Mordai II: 4/0,3,"1 Dreadnought
1 Carrier
1 Cruiser
2 Fighters
2 Infantry
1 Space Dock","Dacxive Animators (G)
Valefar Assimilator X
Valefar Assimilator Y",,FACTION_ABILITIES,"You cannot research technology. When you would research a technology, gain 3 command tokens instead.","You cannot research technology. When you would research a technology, gain 3 command tokens instead."
Nekro Virus,Mordai II: 4/0,3,"1 Dreadnought
1 Carrier
1 Cruiser
2 Fighters
2 Infantry
1 Space Dock","Dacxive Animators (G)
Valefar Assimilator X
Valefar Assimilator Y",,PROMISSORY_NOTE,Antivirus,Antivirus:
Nekro Virus,Mordai II: 4/0,3,"1 Dreadnought
1 Carrier
1 Cruiser
2 Fighters
2 Infantry
1 Space Dock","Dacxive Animators (G)
Valefar Assimilator X
Valefar Assimilator Y",,PROMISSORY_NOTE,At the start of a combat,At the start of a combat:
Nekro Virus,Mordai II: 4/0,3,"1 Dreadnought
1 Carrier
1 Cruiser
2 Fighters
2 Infantry
1 Space Dock","Dacxive Animators (G)
Valefar Assimilator X
Valefar Assimilator Y",,PROMISSORY_NOTE,"Place this card faceup in your play area. While this card is in your play area, the Nekro player cannot use his Technological Singularity faction ability against you.","Place this card faceup in your play area. While this card is in your play area, the Nekro player cannot use his Technological Singularity faction ability against you."
Nekro Virus,Mordai II: 4/0,3,"1 Dreadnought
1 Carrier
1 Cruiser
2 Fighters
2 Infantry
1 Space Dock","Dacxive Animators (G)
Valefar Assimilator X
Valefar Assimilator Y",,PROMISSORY_NOTE,"If you activate a system that contains 1 or more of the Nekro player's units, return this card to the Nekro player.","If you activate a system that contains 1 or more of the Nekro player's units, return this card to the Nekro player."
Nomad,Arcturus: 4/4,4,"1 Flagship
1 Carrier
1 Destroyer
3 Fighters
4 Infantry
1 Space Dock",Sling Relay (B),,FACTION_SUMMARY,Nomad,
Nomad,Arcturus: 4/4,4,"1 Flagship
1 Carrier
1 Destroyer
3 Fighters
4 Infantry
1 Space Dock",Sling Relay (B),,FACTION_ABILITIES,The Company,The Company:
Nomad,Arcturus: 4/4,4,"1 Flagship
1 Carrier
1 Destroyer
3 Fighters
4 Infantry
1 Space Dock",Sling Relay (B),,FACTION_ABILITIES,"During setup, take the 2 additional Nomad faction agents and place them next to your faction sheet; you have 3 agents.","During setup, take the 2 additional Nomad faction agents and place them next to your faction sheet; you have 3 agents."
Nomad,Arcturus: 4/4,4,"1 Flagship
1 Carrier
1 Destroyer
3 Fighters
4 Infantry
1 Space Dock",Sling Relay (B),,FACTION_ABILITIES,Future Sight,Future Sight:
Nomad,Arcturus: 4/4,4,"1 Flagship
1 Carrier
1 Destroyer
3 Fighters
4 Infantry
1 Space Dock",Sling Relay (B),,FACTION_ABILITIES,"During the agenda phase, after an outcome you voted for or predicted is resolved, gain 1 trade good.","During the agenda phase, after an outcome you voted for or predicted is resolved, gain 1 trade good."
Nomad,Arcturus: 4/4,4,"1 Flagship
1 Carrier
1 Destroyer
3 Fighters
4 Infantry
1 Space Dock",Sling Relay (B),,PROMISSORY_NOTE,The Cavalry,The Cavalry:
Nomad,Arcturus: 4/4,4,"1 Flagship
1 Carrier
1 Destroyer
3 Fighters
4 Infantry
1 Space Dock",Sling Relay (B),,PROMISSORY_NOTE,At the start of a space combat against a player other than the Nomad,At the start of a space combat against a player other than the Nomad:
Nomad,Arcturus: 4/4,4,"1 Flagship
1 Carrier
1 Destroyer
3 Fighters
4 Infantry
1 Space Dock",Sling Relay (B),,PROMISSORY_NOTE,"During this combat, treat 1 of your non-fighter ships as if it has the Sustain Damage ability, combat value, and ANTI-FIGHTER BARRAGE value of the Nomad's flagship.","During this combat, treat 1 of your non-fighter ships as if it has the Sustain Damage ability, combat value, and ANTI-FIGHTER BARRAGE value of the Nomad's flagship."
Nomad,Arcturus: 4/4,4,"1 Flagship
1 Carrier
1 Destroyer
3 Fighters
4 Infantry
1 Space Dock",Sling Relay (B),,PROMISSORY_NOTE,Return this card to the Nomad player at the end of the combat.,Return this card to the Nomad player at the end of the combat.
Sardakk N'orr,"Tren'Lak: 1/0
Quinarra: 3/1",3,"2 Carriers
1 Cruiser
5 Infantry
1 Space Dock
1 PDS",,,FACTION_SUMMARY,Sardakk N'orr,
Sardakk N'orr,"Tren'Lak: 1/0
Quinarra: 3/1",3,"2 Carriers
1 Cruiser
5 Infantry
1 Space Dock
1 PDS",,,FACTION_ABILITIES,Unrelenting,Unrelenting:
Sardakk N'orr,"Tren'Lak: 1/0
Quinarra: 3/1",3,"2 Carriers
1 Cruiser
5 Infantry
1 Space Dock
1 PDS",,,FACTION_ABILITIES,Apply +1 to the result of each of your unit's combat rolls.,Apply +1 to the result of each of your unit's combat rolls.
Sardakk N'orr,"Tren'Lak: 1/0
Quinarra: 3/1",3,"2 Carriers
1 Cruiser
5 Infantry
1 Space Dock
1 PDS",,,PROMISSORY_NOTE,Tekklar Legion,Tekklar Legion:
Sardakk N'orr,"Tren'Lak: 1/0
Quinarra: 3/1",3,"2 Carriers
1 Cruiser
5 Infantry
1 Space Dock
1 PDS",,,PROMISSORY_NOTE,At the start of an invasion combat,At the start of an invasion combat:
Sardakk N'orr,"Tren'Lak: 1/0
Quinarra: 3/1",3,"2 Carriers
1 Cruiser
5 Infantry
1 Space Dock
1 PDS",,,PROMISSORY_NOTE,"Apply +1 to the result of each of your unit's combat rolls during this combat. If your opponent is the N'orr player, apply -1 to the result of each of his unit's combat rolls during this combat.","Apply +1 to the result of each of your unit's combat rolls during this combat. If your opponent is the N'orr player, apply -1 to the result of each of his unit's combat rolls during this combat."
Sardakk N'orr,"Tren'Lak: 1/0
Quinarra: 3/1",3,"2 Carriers
1 Cruiser
5 Infantry
1 Space Dock
1 PDS",,,PROMISSORY_NOTE,"Then, return this card to the N'orr player.","Then, return this card to the N'orr player."
Starting Technologies,,,,,,FACTION_SUMMARY,Starting Technologies,
Starting Technologies,,,,,,FACTION_TECHNOLOGIES,Exotrireme II,Exotrireme II (BBY):
Starting Technologies,,,,,,FACTION_TECHNOLOGIES,N'orr Dreadnought,N'orr Dreadnought
Starting Technologies,,,,,,FACTION_TECHNOLOGIES,Cost,Cost: 4
Starting Technologies,,,,,,FACTION_TECHNOLOGIES,Combat,Combat: 5
Starting Technologies,,,,,,FACTION_TECHNOLOGIES,Move,Move: 2
Starting Technologies,,,,,,FACTION_TECHNOLOGIES,Capacity,Capacity: 1
Starting Technologies,,,,,,FACTION_TECHNOLOGIES,BOMBARDMENT 4,BOMBARDMENT 4 (x2)
Starting Technologies,,,,,,FACTION_TECHNOLOGIES,Sustain Damage,Sustain Damage
Starting Technologies,,,,,,FACTION_TECHNOLOGIES,"This unit cannot be destroyed by Direct Hit action cards. After a round of space combat, you may destroy this unit to destroy up to 2 ships in this system.","This unit cannot be destroyed by Direct Hit action cards. After a round of space combat, you may destroy this unit to destroy up to 2 ships in this system."
Starting Technologies,,,,,,FACTION_TECHNOLOGIES,Valkyrie Particle Weave,Valkyrie Particle Weave (RR):
Starting Technologies,,,,,,FACTION_TECHNOLOGIES,"After making combat rolls during a round of ground combat, if your opponent produced 1 or more hits, you produce 1 additional hit.","After making combat rolls during a round of ground combat, if your opponent produced 1 or more hits, you produce 1 additional hit."
Starting Technologies,,,,,,SPECIAL_UNITS,Exotrireme I,Exotrireme I:
Starting Technologies,,,,,,SPECIAL_UNITS,N'orr Dreadnought,N'orr Dreadnought
Starting Technologies,,,,,,SPECIAL_UNITS,Cost,Cost: 4
Starting Technologies,,,,,,SPECIAL_UNITS,Combat,Combat: 5
Starting Technologies,,,,,,SPECIAL_UNITS,Move,Move: 1
Starting Technologies,,,,,,SPECIAL_UNITS,Capacity,Capacity: 1
Starting Technologies,,,,,,SPECIAL_UNITS,BOMBARDMENT 4,BOMBARDMENT 4 (x2)
Starting Technologies,,,,,,SPECIAL_UNITS,Sustain Damage,Sustain Damage
Starting Technologies,,,,,,FLAGSHIP,C'Morran N'orr,C'Morran N'orr:
Starting Technologies,,,,,,FLAGSHIP,Cost,Cost: 8
Starting Technologies,,,,,,FLAGSHIP,Combat,Combat: 6 (x2)
Starting Technologies,,,,,,FLAGSHIP,Move,Move: 1
Starting Technologies,,,,,,FLAGSHIP,Capacity,Capacity: 3
Starting Technologies,,,,,,FLAGSHIP,Sustain Damage,Sustain Damage
Starting Technologies,,,,,,FLAGSHIP,Apply +1 to the result of each of your other ship's combat rolls in this system.,Apply +1 to the result of each of your other ship's combat rolls in this system.
Starting Technologies,,,,,,MECH,Valkyrie Exoskeleton,Valkyrie Exoskeleton:
Starting Technologies,,,,,,MECH,Cost,Cost: 2
Starting Technologies,,,,,,MECH,Combat,Combat: 6
Starting Technologies,,,,,,MECH,Sustain Damage,Sustain Damage
Starting Technologies,,,,,,MECH,"After this unit uses its Sustain Damage ability during ground combat, it produces 1 hit against your opponent's ground forces on this planet.","After this unit uses its Sustain Damage ability during ground combat, it produces 1 hit against your opponent's ground forces on this planet."
Starting Technologies,,,,,,AGENT,T'ro,T'ro:
Starting Technologies,,,,,,AGENT,At the end of a player's tactical ACTION,At the end of a player's tactical ACTION:
Starting Technologies,,,,,,AGENT,"You may exhaust this card; if you do, that player may place 2 infantry from their reinforcements on a planet they control in the active system.","You may exhaust this card; if you do, that player may place 2 infantry from their reinforcements on a planet they control in the active system."
Starting Technologies,,,,,,COMMANDER,G'hom Sek'kus,G'hom Sek'kus:
Starting Technologies,,,,,,COMMANDER,Unlock,Unlock: Control 5 planets in non-home systems.
Starting Technologies,,,,,,COMMANDER,During the Commit Ground Forces step,During the Commit Ground Forces step:
Starting Technologies,,,,,,COMMANDER,You can commit up to 1 ground force from each planet in the active system and each planet in adjacent systems that do not contain 1 of your command tokens.,You can commit up to 1 ground force from each planet in the active system and each planet in adjacent systems that do not contain 1 of your command tokens.
Starting Technologies,,,,,,HERO,"Sh'val, Harbinger","Sh'val, Harbinger:"
Starting Technologies,,,,,,HERO,Unlock,Unlock: Have 3 scored objectives.
Starting Technologies,,,,,,HERO,Tekklar Conditioning,Tekklar Conditioning:
Starting Technologies,,,,,,HERO,After you move ships into the active system,After you move ships into the active system:
Starting Technologies,,,,,,HERO,"You may skip directly to the Commit Ground Forces step. If you do, after you commit ground forces to land on planets, purge this card and return each of your ships in the active system to your reinforcements.","You may skip directly to the Commit Ground Forces step. If you do, after you commit ground forces to land on planets, purge this card and return each of your ships in the active system to your reinforcements."
Starting Technologies,,,,,,BREAKTHROUGH,N'orr Supremacy,N'orr Supremacy: B<>R
Starting Technologies,,,,,,BREAKTHROUGH,"After you win a combat, either gain 1 command token or research a unit upgrade technology.","After you win a combat, either gain 1 command token or research a unit upgrade technology."
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_SUMMARY,Titans of Ul,
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_ABILITIES,Terragenesis,Terragenesis:
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_ABILITIES,"After you explore a planet that does not have a sleeper token, you may place or move 1 sleeper token onto that planet.","After you explore a planet that does not have a sleeper token, you may place or move 1 sleeper token onto that planet."
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_ABILITIES,Awaken,Awaken:
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_ABILITIES,"After you activate a system that contains 1 or more of your sleeper tokens, you may replace each of those tokens with 1 PDS from your reinforcements.","After you activate a system that contains 1 or more of your sleeper tokens, you may replace each of those tokens with 1 PDS from your reinforcements."
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_ABILITIES,Coalescence,Coalescence:
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_ABILITIES,"If your flagship or your Awaken faction ability places units into the same space area or onto the same planet as another player's units, your units must participate in combat during the Space Combat or Ground Combat steps.","If your flagship or your Awaken faction ability places units into the same space area or onto the same planet as another player's units, your units must participate in combat during the Space Combat or Ground Combat steps."
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,Saturn Engine II,Saturn Engine II (GYR):
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,Ul Cruiser,Ul Cruiser
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,Cost,Cost: 2
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,Combat,Combat: 6
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,Move,Move: 3
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,Capacity,Capacity: 2
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,Sustain Damage,Sustain Damage
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,Hel-Titan II,Hel-Titan II (YR):
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,Ul PDS,Ul PDS
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,Combat,Combat: 6
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,Planetary Shield,Planetary Shield
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,Sustain Damage,Sustain Damage
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,SPACE CANNON 5,SPACE CANNON 5
Titans of Ul,Elysium : 4/1,2,"1 Dreadnought
2 Cruisers
2 Fighters
3 Infantry
1 Space Dock","Antimass Deflectors (0)
Scanlink Drone Network (0)",,FACTION_TECHNOLOGIES,PRODUCTION 1,PRODUCTION 1
