Faction_Name,Component_Type,Component_ID,FACTION_NAME,HOME_SYSTEM,COMMODITIES,STARTING_TECHNOLOGIES,BREAKTROUGH,Full_Rule_Text
Faction Technologies,HERO,Benediction,,,,,,Benediction:
Faction Technologies,HERO,ACTION,,,,,,"ACTION: Move all units in the space area of any system to an adjacent system that contains a different player's ships. Space combat is resolved in that system; neither player can retreat or resolve abilities that would move their ships. Then, purge this card."
Faction Technologies,BREAKTHROUGH,Vaults of the Heir,,,,,,Vaults of the Heir: Y<>G
Faction Technologies,BREAKTHROUGH,ACTION,,,,,,ACTION: Exhaust this card and purge 1 of your technologies to gain 1 relic.
Mentak Coalition,FACTION_SUMMARY,Mentak Coalition,Mentak Coalition,Moll Primus: 4/1,2,"Sarween Tools (0)
Plasma Scoring (0)",,
Mentak Coalition,FACTION_ABILITIES,Ambush,,,,,,Ambush:
Mentak Coalition,FACTION_ABILITIES,"At the start of a space combat, you may roll 1 die for each of up to 2 of your cruisers or destroyers in the system. For each result equal to or greater than that ship's combat value produce 1 hit; your opponent must assign it to 1 of his ships.",,,,,,"At the start of a space combat, you may roll 1 die for each of up to 2 of your cruisers or destroyers in the system. For each result equal to or greater than that ship's combat value produce 1 hit; your opponent must assign it to 1 of his ships."
Mentak Coalition,FACTION_ABILITIES,Pillage,,,,,,Pillage:
Mentak Coalition,FACTION_ABILITIES,"After 1 of your neighbors gains trade goods or resolves a transaction, if he has 3 or more trade goods, you may take 1 of his trade goods or commodities.",,,,,,"After 1 of your neighbors gains trade goods or resolves a transaction, if he has 3 or more trade goods, you may take 1 of his trade goods or commodities."
Mentak Coalition,PROMISSORY_NOTE,Promise of Protection,,,,,,Promise of Protection:
Mentak Coalition,PROMISSORY_NOTE,ACTION,,,,,,ACTION: Place this card faceup in your play area.
Mentak Coalition,PROMISSORY_NOTE,"While this card is in your play area, the Mentak player cannot use his Pillage faction ability against you.",,,,,,"While this card is in your play area, the Mentak player cannot use his Pillage faction ability against you."
Mentak Coalition,PROMISSORY_NOTE,"If you activate a system that contains 1 or more of the Mentak player's units, return this card to the Mentak player.",,,,,,"If you activate a system that contains 1 or more of the Mentak player's units, return this card to the Mentak player."
Mentak Coalition,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
Mentak Coalition,STARTING_FLEET,2 Cruisers,,,,,,2 Cruisers
Mentak Coalition,STARTING_FLEET,3 Fighters,,,,,,3 Fighters
Mentak Coalition,STARTING_FLEET,4 Infantry,,,,,,4 Infantry
Mentak Coalition,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Mentak Coalition,STARTING_FLEET,1 PDS,,,,,,1 PDS
Naalu Collective,FACTION_SUMMARY,Naalu Collective,Naalu Collective,"Druaa: 3/1
Maaluuk: 0/2",3,"Sarween Tools (0)
Neural Motivator (0)",,
Naalu Collective,FACTION_ABILITIES,Telepathic,,,,,,Telepathic:
Naalu Collective,FACTION_ABILITIES,"At the end of the strategy phase, place the Naalu 0 token on your strategy card; you are first in initiative order.",,,,,,"At the end of the strategy phase, place the Naalu 0 token on your strategy card; you are first in initiative order."
Naalu Collective,FACTION_ABILITIES,Foresight,,,,,,Foresight:
Naalu Collective,FACTION_ABILITIES,"After another player moves ships into a system that contains one or more of your ships, you may place 1 token from your strategy pool in an adjacent system that does not contain another player's ships; move your ships from the active system into that system.",,,,,,"After another player moves ships into a system that contains one or more of your ships, you may place 1 token from your strategy pool in an adjacent system that does not contain another player's ships; move your ships from the active system into that system."
Naalu Collective,FACTION_TECHNOLOGIES,Hybrid Crystal Fighter II,,,,,,Hybrid Crystal Fighter II (GB):
Naalu Collective,FACTION_TECHNOLOGIES,Naalu Fighter,,,,,,Naalu Fighter
Naalu Collective,FACTION_TECHNOLOGIES,Combat,,,,,,Combat: 7
Naalu Collective,FACTION_TECHNOLOGIES,Move,,,,,,Move: 2
Naalu Collective,FACTION_TECHNOLOGIES,This unit may move without being transported. Each fighter in excess of your ships' capacity counts as 1/2 of a ship against your fleet pool.,,,,,,This unit may move without being transported. Each fighter in excess of your ships' capacity counts as 1/2 of a ship against your fleet pool.
Naalu Collective,FACTION_TECHNOLOGIES,Neuroglaive,,,,,,Neuroglaive (GGG):
Naalu Collective,FACTION_TECHNOLOGIES,"After another player activates a system that contains 1 or more of your ships, that player removes 1 token from his fleet pool and returns it to his reinforcements.",,,,,,"After another player activates a system that contains 1 or more of your ships, that player removes 1 token from his fleet pool and returns it to his reinforcements."
Naalu Collective,SPECIAL_UNITS,Hybrid Crystal Fighter I,,,,,,Hybrid Crystal Fighter I:
Naalu Collective,SPECIAL_UNITS,Naalu Fighter,,,,,,Naalu Fighter
Naalu Collective,SPECIAL_UNITS,Cost,,,,,,Cost: 1 (x2)
Naalu Collective,SPECIAL_UNITS,Combat,,,,,,Combat: 8
Naalu Collective,FLAGSHIP,Matriarch,,,,,,Matriarch:
Naalu Collective,FLAGSHIP,Cost,,,,,,Cost: 8
Naalu Collective,FLAGSHIP,Combat,,,,,,Combat: 9 (x2)
Naalu Collective,FLAGSHIP,Move,,,,,,Move: 1
Naalu Collective,FLAGSHIP,Capacity,,,,,,Capacity: 6
Naalu Collective,FLAGSHIP,Sustain Damage,,,,,,Sustain Damage
Naalu Collective,FLAGSHIP,"During an invasion in this system, you may commit fighters to planets as if they were ground forces. When combat ends, return those units to the space area.",,,,,,"During an invasion in this system, you may commit fighters to planets as if they were ground forces. When combat ends, return those units to the space area."
Naalu Collective,MECH,Iconoclast Ω,,,,,,Iconoclast Ω:
Naalu Collective,MECH,Cost,,,,,,Cost: 2
Naalu Collective,MECH,Combat,,,,,,Combat: 6
Naalu Collective,MECH,Sustain Damage,,,,,,Sustain Damage
Naalu Collective,MECH,DEPLOY,,,,,,"DEPLOY: When another player gains a relic, place 1 mech on any planet you control"
Naalu Collective,AGENT,Z'eu Ω,,,,,,Z'eu Ω:
Naalu Collective,AGENT,After any player's command token is placed in a system,,,,,,After any player's command token is placed in a system:
Naalu Collective,AGENT,You may exhaust this card to return that token to that player's reinforcements.,,,,,,You may exhaust this card to return that token to that player's reinforcements.
Naalu Collective,COMMANDER,M'aban Ω,,,,,,M'aban Ω:
Naalu Collective,COMMANDER,Unlock,,,,,,Unlock: Have ground forces in or adjacent to the Mecatol Rex system.
Naalu Collective,COMMANDER,At any time,,,,,,At any time:
Naalu Collective,COMMANDER,You may look at your neighbors' hands of promissory notes and the top and bottom card of the agenda deck.,,,,,,You may look at your neighbors' hands of promissory notes and the top and bottom card of the agenda deck.
Naalu Collective,HERO,The Oracle,,,,,,The Oracle:
Naalu Collective,HERO,Unlock,,,,,,Unlock: Have 3 scored objectives.
Naalu Collective,HERO,C-Radium Geometry,,,,,,C-Radium Geometry:
Naalu Collective,HERO,At the end of the status phase,,,,,,At the end of the status phase:
Naalu Collective,HERO,"You may force each other player to give you 1 promissory note from their hand. If you do, purge this card.",,,,,,"You may force each other player to give you 1 promissory note from their hand. If you do, purge this card."
Naalu Collective,PROMISSORY_NOTE,Gift of Prescience,,,,,,Gift of Prescience:
Naalu Collective,PROMISSORY_NOTE,At the end of the Strategy Phase,,,,,,At the end of the Strategy Phase:
Naalu Collective,PROMISSORY_NOTE,Place this card faceup in your play area and place the Naalu 0 token on your strategy card; you are the first in initiative order. The Naalu player cannot use his Telepathic faction ability during this game round.,,,,,,Place this card faceup in your play area and place the Naalu 0 token on your strategy card; you are the first in initiative order. The Naalu player cannot use his Telepathic faction ability during this game round.
Naalu Collective,PROMISSORY_NOTE,Return this card to the Naalu player at the end of the status phase.,,,,,,Return this card to the Naalu player at the end of the status phase.
Naalu Collective,BREAKTHROUGH,Mindsieve,,,,,,Mindsieve: R<>G
Naalu Collective,BREAKTHROUGH,"When you would resolve the secondary ability of another player's strategy card, you may give them a promissory note to resolve it without spending a command token.",,,,,,"When you would resolve the secondary ability of another player's strategy card, you may give them a promissory note to resolve it without spending a command token."
Naalu Collective,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
Naalu Collective,STARTING_FLEET,1 Cruiser,,,,,,1 Cruiser
Naalu Collective,STARTING_FLEET,1 Destroyer,,,,,,1 Destroyer
Naalu Collective,STARTING_FLEET,3 Fighters,,,,,,3 Fighters
Naalu Collective,STARTING_FLEET,4 Infantry,,,,,,4 Infantry
Naalu Collective,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Naalu Collective,STARTING_FLEET,1 PDS,,,,,,1 PDS
Naaz-Rokha Alliance,FACTION_SUMMARY,Naaz-Rokha Alliance,Naaz-Rokha Alliance,"Naazir: 2/1
Rokha: 1/2",3,,,
Naaz-Rokha Alliance,FACTION_ABILITIES,Distant Suns,,,,,,Distant Suns:
Naaz-Rokha Alliance,FACTION_ABILITIES,"When you explore a planet that contains 1 of your mechs, you may draw 1 additional card; choose 1 to resolve and discard the rest.",,,,,,"When you explore a planet that contains 1 of your mechs, you may draw 1 additional card; choose 1 to resolve and discard the rest."
Naaz-Rokha Alliance,FACTION_ABILITIES,Fabrication,,,,,,Fabrication:
Naaz-Rokha Alliance,FACTION_ABILITIES,ACTION,,,,,,ACTION: Either purge 2 of your relic fragments of the same type to gain 1 relic or purge 1 of your relic fragments to gain 1 command token.
Naaz-Rokha Alliance,PROMISSORY_NOTE,Black Market Forgery,,,,,,Black Market Forgery:
Naaz-Rokha Alliance,PROMISSORY_NOTE,ACTION,,,,,,ACTION: Purge 2 of your relic fragments of the same type to gain 1 relic.
Naaz-Rokha Alliance,PROMISSORY_NOTE,"Then, return this card to the Naaz-Rokha player.",,,,,,"Then, return this card to the Naaz-Rokha player."
Starting Fleet,FACTION_SUMMARY,Starting Fleet,Starting Fleet,,,"2 Carriers
1 Destroyer
2 Fighters
1 Mech
3 Infantry
1 Space Dock",,
Starting Fleet,FACTION_TECHNOLOGIES,Pre-Fab Arcologies,,,,,,Pre-Fab Arcologies (GGG):
Starting Fleet,FACTION_TECHNOLOGIES,"After you explore a planet, ready that planet.",,,,,,"After you explore a planet, ready that planet."
Starting Fleet,FACTION_TECHNOLOGIES,Supercharge,,,,,,Supercharge (R):
Starting Fleet,FACTION_TECHNOLOGIES,"At the start of a combat round, you may exhaust this card to apply +1 to the result of each of your unit's combat rolls during this combat round.",,,,,,"At the start of a combat round, you may exhaust this card to apply +1 to the result of each of your unit's combat rolls during this combat round."
Starting Fleet,SPECIAL_UNITS,Psychoarchaeology,,,,,,Psychoarchaeology (0)
Starting Fleet,SPECIAL_UNITS,AI Development Algorithm,,,,,,AI Development Algorithm (0)
Starting Fleet,FLAGSHIP,Visz El Vir,,,,,,Visz El Vir:
Starting Fleet,FLAGSHIP,Cost,,,,,,Cost: 8
Starting Fleet,FLAGSHIP,Combat,,,,,,Combat: 9 (x2)
Starting Fleet,FLAGSHIP,Move,,,,,,Move: 1
Starting Fleet,FLAGSHIP,Capacity,,,,,,Capacity: 4
Starting Fleet,FLAGSHIP,Sustain Damage,,,,,,Sustain Damage
Starting Fleet,FLAGSHIP,Your mechs in this system roll 1 additional die during combat.,,,,,,Your mechs in this system roll 1 additional die during combat.
Starting Fleet,MECH,Eidolon,,,,,,Eidolon:
Starting Fleet,MECH,Cost,,,,,,Cost: 2
Starting Fleet,MECH,Combat,,,,,,Combat: 6 (x2)
Starting Fleet,MECH,Sustain Damage,,,,,,Sustain Damage
Starting Fleet,MECH,"If this unit is in the space area of the active system at the start of a space combat, flip this card.",,,,,,"If this unit is in the space area of the active system at the start of a space combat, flip this card."
Starting Fleet,MECH,This card begins the game with this side faceup.,,,,,,This card begins the game with this side faceup.
Starting Fleet,MECH,Z-Grav Eidolon,,,,,,Z-Grav Eidolon:
Starting Fleet,MECH,Cost,,,,,,Cost: 2
Starting Fleet,MECH,Combat,,,,,,Combat: 8 (x2)
Starting Fleet,MECH,"If this unit is in the space area of the active system, it is a also ship. At the end of a space battle in the active system, flip this card.",,,,,,"If this unit is in the space area of the active system, it is a also ship. At the end of a space battle in the active system, flip this card."
Starting Fleet,MECH,This card begins the game with this side facedown.,,,,,,This card begins the game with this side facedown.
Starting Fleet,AGENT,Garv and Gunn,,,,,,Garv and Gunn:
Starting Fleet,AGENT,At the end of a player's turn,,,,,,At the end of a player's turn:
Starting Fleet,AGENT,You may exhaust this card to allow that player to explore 1 of their planets.,,,,,,You may exhaust this card to allow that player to explore 1 of their planets.
Starting Fleet,COMMANDER,Dart and Tai,,,,,,Dart and Tai:
Starting Fleet,COMMANDER,Unlock,,,,,,Unlock: Have mechs in 3 systems.
Starting Fleet,COMMANDER,After you gain control of a planet that was controlled by another player,,,,,,After you gain control of a planet that was controlled by another player:
Starting Fleet,COMMANDER,You may explore that planet.,,,,,,You may explore that planet.
Starting Fleet,HERO,Hesh and Prit,,,,,,Hesh and Prit:
Starting Fleet,HERO,Unlock,,,,,,Unlock: Have 3 scored objectives.
Starting Fleet,HERO,Perfect Synthesis,,,,,,Perfect Synthesis:
Starting Fleet,HERO,ACTION,,,,,,"ACTION: Gain 1 relic and perform the secondary ability of up to 2 readied or unchosen strategy cards; during this action, spend command tokens from your reinforcements instead of your strategy pool. Then, purge this card."
Starting Fleet,BREAKTHROUGH,Absolute Synergy,,,,,,Absolute Synergy: B<>G
Starting Fleet,BREAKTHROUGH,"When you have 4 mechs in the same system, you may return 3 of those mechs to your reinforcements to flip this card and place it on top of your mech card.",,,,,,"When you have 4 mechs in the same system, you may return 3 of those mechs to your reinforcements to flip this card and place it on top of your mech card."
Starting Fleet,BREAKTHROUGH,Eidolon Maximum,,,,,,Eidolon Maximum:
Starting Fleet,BREAKTHROUGH,"This unit is both a ship and ground force. It cannot be assigned hits from unit abilities. Repair it at the start of every combat round. Game effects cannot place or produce your mechs. When this unit is destroyed or removed, flip this card and return it to your play area.",,,,,,"This unit is both a ship and ground force. It cannot be assigned hits from unit abilities. Repair it at the start of every combat round. Game effects cannot place or produce your mechs. When this unit is destroyed or removed, flip this card and return it to your play area."
Starting Fleet,BREAKTHROUGH,• SUSTAIN DAMAGE,,,,,,• SUSTAIN DAMAGE
Starting Fleet,BREAKTHROUGH,combat 4,,,,,,combat 4(x4) move 3
Nekro Virus,FACTION_SUMMARY,Nekro Virus,Nekro Virus,Mordai II: 4/0,3,"Dacxive Animators (G)
Valefar Assimilator X
Valefar Assimilator Y",,
Nekro Virus,FACTION_ABILITIES,Galactic Threat,,,,,,Galactic Threat:
Nekro Virus,FACTION_ABILITIES,"You cannot vote on agendas. Once per agenda phase, after an agenda is revealed, you may predict aloud the outcome of that agenda. If your prediction is correct, gain 1 technology that is owned by a player who voted how you predicted.",,,,,,"You cannot vote on agendas. Once per agenda phase, after an agenda is revealed, you may predict aloud the outcome of that agenda. If your prediction is correct, gain 1 technology that is owned by a player who voted how you predicted."
Nekro Virus,FACTION_ABILITIES,Technology Singularity,,,,,,Technology Singularity:
Nekro Virus,FACTION_ABILITIES,"Once per combat, after 1 of your opponent's units is destroyed, you may gain 1 technology that is owned by that player.",,,,,,"Once per combat, after 1 of your opponent's units is destroyed, you may gain 1 technology that is owned by that player."
Nekro Virus,FACTION_ABILITIES,Propagation,,,,,,Propagation:
Nekro Virus,FACTION_ABILITIES,"You cannot research technology. When you would research a technology, gain 3 command tokens instead.",,,,,,"You cannot research technology. When you would research a technology, gain 3 command tokens instead."
Nekro Virus,PROMISSORY_NOTE,Antivirus,,,,,,Antivirus:
Nekro Virus,PROMISSORY_NOTE,At the start of a combat,,,,,,At the start of a combat:
Nekro Virus,PROMISSORY_NOTE,"Place this card faceup in your play area. While this card is in your play area, the Nekro player cannot use his Technological Singularity faction ability against you.",,,,,,"Place this card faceup in your play area. While this card is in your play area, the Nekro player cannot use his Technological Singularity faction ability against you."
Nekro Virus,PROMISSORY_NOTE,"If you activate a system that contains 1 or more of the Nekro player's units, return this card to the Nekro player.",,,,,,"If you activate a system that contains 1 or more of the Nekro player's units, return this card to the Nekro player."
Nekro Virus,STARTING_FLEET,1 Dreadnought,,,,,,1 Dreadnought
Nekro Virus,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
Nekro Virus,STARTING_FLEET,1 Cruiser,,,,,,1 Cruiser
Nekro Virus,STARTING_FLEET,2 Fighters,,,,,,2 Fighters
Nekro Virus,STARTING_FLEET,2 Infantry,,,,,,2 Infantry
Nekro Virus,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Nomad,FACTION_SUMMARY,Nomad,Nomad,Arcturus: 4/4,4,Sling Relay (B),,
Nomad,FACTION_ABILITIES,The Company,,,,,,The Company:
Nomad,FACTION_ABILITIES,"During setup, take the 2 additional Nomad faction agents and place them next to your faction sheet; you have 3 agents.",,,,,,"During setup, take the 2 additional Nomad faction agents and place them next to your faction sheet; you have 3 agents."
Nomad,FACTION_ABILITIES,Future Sight,,,,,,Future Sight:
Nomad,FACTION_ABILITIES,"During the agenda phase, after an outcome you voted for or predicted is resolved, gain 1 trade good.",,,,,,"During the agenda phase, after an outcome you voted for or predicted is resolved, gain 1 trade good."
Nomad,PROMISSORY_NOTE,The Cavalry,,,,,,The Cavalry:
Nomad,PROMISSORY_NOTE,At the start of a space combat against a player other than the Nomad,,,,,,At the start of a space combat against a player other than the Nomad:
Nomad,PROMISSORY_NOTE,"During this combat, treat 1 of your non-fighter ships as if it has the Sustain Damage ability, combat value, and ANTI-FIGHTER BARRAGE value of the Nomad's flagship.",,,,,,"During this combat, treat 1 of your non-fighter ships as if it has the Sustain Damage ability, combat value, and ANTI-FIGHTER BARRAGE value of the Nomad's flagship."
Nomad,PROMISSORY_NOTE,Return this card to the Nomad player at the end of the combat.,,,,,,Return this card to the Nomad player at the end of the combat.
Nomad,STARTING_FLEET,1 Flagship,,,,,,1 Flagship
Nomad,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
Nomad,STARTING_FLEET,1 Destroyer,,,,,,1 Destroyer
Nomad,STARTING_FLEET,3 Fighters,,,,,,3 Fighters
Nomad,STARTING_FLEET,4 Infantry,,,,,,4 Infantry
Nomad,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Sardakk N'orr,FACTION_SUMMARY,Sardakk N'orr,Sardakk N'orr,"Tren'Lak: 1/0
Quinarra: 3/1",3,,,
Sardakk N'orr,FACTION_ABILITIES,Unrelenting,,,,,,Unrelenting:
Sardakk N'orr,FACTION_ABILITIES,Apply +1 to the result of each of your unit's combat rolls.,,,,,,Apply +1 to the result of each of your unit's combat rolls.
Sardakk N'orr,PROMISSORY_NOTE,Tekklar Legion,,,,,,Tekklar Legion:
Sardakk N'orr,PROMISSORY_NOTE,At the start of an invasion combat,,,,,,At the start of an invasion combat:
Sardakk N'orr,PROMISSORY_NOTE,"Apply +1 to the result of each of your unit's combat rolls during this combat. If your opponent is the N'orr player, apply -1 to the result of each of his unit's combat rolls during this combat.",,,,,,"Apply +1 to the result of each of your unit's combat rolls during this combat. If your opponent is the N'orr player, apply -1 to the result of each of his unit's combat rolls during this combat."
Sardakk N'orr,PROMISSORY_NOTE,"Then, return this card to the N'orr player.",,,,,,"Then, return this card to the N'orr player."
Sardakk N'orr,STARTING_FLEET,2 Carriers,,,,,,2 Carriers
Sardakk N'orr,STARTING_FLEET,1 Cruiser,,,,,,1 Cruiser
Sardakk N'orr,STARTING_FLEET,5 Infantry,,,,,,5 Infantry
Sardakk N'orr,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Sardakk N'orr,STARTING_FLEET,1 PDS,,,,,,1 PDS
Starting Technologies,FACTION_SUMMARY,Starting Technologies,Starting Technologies,,,,,
Starting Technologies,FACTION_TECHNOLOGIES,Exotrireme II,,,,,,Exotrireme II (BBY):
Starting Technologies,FACTION_TECHNOLOGIES,N'orr Dreadnought,,,,,,N'orr Dreadnought
Starting Technologies,FACTION_TECHNOLOGIES,Cost,,,,,,Cost: 4
Starting Technologies,FACTION_TECHNOLOGIES,Combat,,,,,,Combat: 5
Starting Technologies,FACTION_TECHNOLOGIES,Move,,,,,,Move: 2
Starting Technologies,FACTION_TECHNOLOGIES,Capacity,,,,,,Capacity: 1
Starting Technologies,FACTION_TECHNOLOGIES,BOMBARDMENT 4,,,,,,BOMBARDMENT 4 (x2)
Starting Technologies,FACTION_TECHNOLOGIES,Sustain Damage,,,,,,Sustain Damage
Starting Technologies,FACTION_TECHNOLOGIES,"This unit cannot be destroyed by Direct Hit action cards. After a round of space combat, you may destroy this unit to destroy up to 2 ships in this system.",,,,,,"This unit cannot be destroyed by Direct Hit action cards. After a round of space combat, you may destroy this unit to destroy up to 2 ships in this system."
Starting Technologies,FACTION_TECHNOLOGIES,Valkyrie Particle Weave,,,,,,Valkyrie Particle Weave (RR):
Starting Technologies,FACTION_TECHNOLOGIES,"After making combat rolls during a round of ground combat, if your opponent produced 1 or more hits, you produce 1 additional hit.",,,,,,"After making combat rolls during a round of ground combat, if your opponent produced 1 or more hits, you produce 1 additional hit."
Starting Technologies,SPECIAL_UNITS,Exotrireme I,,,,,,Exotrireme I:
Starting Technologies,SPECIAL_UNITS,N'orr Dreadnought,,,,,,N'orr Dreadnought
Starting Technologies,SPECIAL_UNITS,Cost,,,,,,Cost: 4
Starting Technologies,SPECIAL_UNITS,Combat,,,,,,Combat: 5
Starting Technologies,SPECIAL_UNITS,Move,,,,,,Move: 1
Starting Technologies,SPECIAL_UNITS,Capacity,,,,,,Capacity: 1
Starting Technologies,SPECIAL_UNITS,BOMBARDMENT 4,,,,,,BOMBARDMENT 4 (x2)
Starting Technologies,SPECIAL_UNITS,Sustain Damage,,,,,,Sustain Damage
Starting Technologies,FLAGSHIP,C'Morran N'orr,,,,,,C'Morran N'orr:
Starting Technologies,FLAGSHIP,Cost,,,,,,Cost: 8
Starting Technologies,FLAGSHIP,Combat,,,,,,Combat: 6 (x2)
Starting Technologies,FLAGSHIP,Move,,,,,,Move: 1
Starting Technologies,FLAGSHIP,Capacity,,,,,,Capacity: 3
Starting Technologies,FLAGSHIP,Sustain Damage,,,,,,Sustain Damage
Starting Technologies,FLAGSHIP,Apply +1 to the result of each of your other ship's combat rolls in this system.,,,,,,Apply +1 to the result of each of your other ship's combat rolls in this system.
Starting Technologies,MECH,Valkyrie Exoskeleton,,,,,,Valkyrie Exoskeleton:
Starting Technologies,MECH,Cost,,,,,,Cost: 2
Starting Technologies,MECH,Combat,,,,,,Combat: 6
Starting Technologies,MECH,Sustain Damage,,,,,,Sustain Damage
Starting Technologies,MECH,"After this unit uses its Sustain Damage ability during ground combat, it produces 1 hit against your opponent's ground forces on this planet.",,,,,,"After this unit uses its Sustain Damage ability during ground combat, it produces 1 hit against your opponent's ground forces on this planet."
Starting Technologies,AGENT,T'ro,,,,,,T'ro:
Starting Technologies,AGENT,At the end of a player's tactical ACTION,,,,,,At the end of a player's tactical ACTION:
Starting Technologies,AGENT,"You may exhaust this card; if you do, that player may place 2 infantry from their reinforcements on a planet they control in the active system.",,,,,,"You may exhaust this card; if you do, that player may place 2 infantry from their reinforcements on a planet they control in the active system."
Starting Technologies,COMMANDER,G'hom Sek'kus,,,,,,G'hom Sek'kus:
Starting Technologies,COMMANDER,Unlock,,,,,,Unlock: Control 5 planets in non-home systems.
Starting Technologies,COMMANDER,During the Commit Ground Forces step,,,,,,During the Commit Ground Forces step:
Starting Technologies,COMMANDER,You can commit up to 1 ground force from each planet in the active system and each planet in adjacent systems that do not contain 1 of your command tokens.,,,,,,You can commit up to 1 ground force from each planet in the active system and each planet in adjacent systems that do not contain 1 of your command tokens.
Starting Technologies,HERO,"Sh'val, Harbinger",,,,,,"Sh'val, Harbinger:"
Starting Technologies,HERO,Unlock,,,,,,Unlock: Have 3 scored objectives.
Starting Technologies,HERO,Tekklar Conditioning,,,,,,Tekklar Conditioning:
Starting Technologies,HERO,After you move ships into the active system,,,,,,After you move ships into the active system:
Starting Technologies,HERO,"You may skip directly to the Commit Ground Forces step. If you do, after you commit ground forces to land on planets, purge this card and return each of your ships in the active system to your reinforcements.",,,,,,"You may skip directly to the Commit Ground Forces step. If you do, after you commit ground forces to land on planets, purge this card and return each of your ships in the active system to your reinforcements."
Starting Technologies,BREAKTHROUGH,N'orr Supremacy,,,,,,N'orr Supremacy: B<>R
Starting Technologies,BREAKTHROUGH,"After you win a combat, either gain 1 command token or research a unit upgrade technology.",,,,,,"After you win a combat, either gain 1 command token or research a unit upgrade technology."
Titans of Ul,FACTION_SUMMARY,Titans of Ul,Titans of Ul,Elysium : 4/1,2,"Antimass Deflectors (0)
Scanlink Drone Network (0)",,
Titans of Ul,FACTION_ABILITIES,Terragenesis,,,,,,Terragenesis:
Titans of Ul,FACTION_ABILITIES,"After you explore a planet that does not have a sleeper token, you may place or move 1 sleeper token onto that planet.",,,,,,"After you explore a planet that does not have a sleeper token, you may place or move 1 sleeper token onto that planet."
Titans of Ul,FACTION_ABILITIES,Awaken,,,,,,Awaken:
Titans of Ul,FACTION_ABILITIES,"After you activate a system that contains 1 or more of your sleeper tokens, you may replace each of those tokens with 1 PDS from your reinforcements.",,,,,,"After you activate a system that contains 1 or more of your sleeper tokens, you may replace each of those tokens with 1 PDS from your reinforcements."
Titans of Ul,FACTION_ABILITIES,Coalescence,,,,,,Coalescence:
Titans of Ul,FACTION_ABILITIES,"If your flagship or your Awaken faction ability places units into the same space area or onto the same planet as another player's units, your units must participate in combat during the Space Combat or Ground Combat steps.",,,,,,"If your flagship or your Awaken faction ability places units into the same space area or onto the same planet as another player's units, your units must participate in combat during the Space Combat or Ground Combat steps."
Titans of Ul,FACTION_TECHNOLOGIES,Saturn Engine II,,,,,,Saturn Engine II (GYR):
Titans of Ul,FACTION_TECHNOLOGIES,Ul Cruiser,,,,,,Ul Cruiser
Titans of Ul,FACTION_TECHNOLOGIES,Cost,,,,,,Cost: 2
Titans of Ul,FACTION_TECHNOLOGIES,Combat,,,,,,Combat: 6
Titans of Ul,FACTION_TECHNOLOGIES,Move,,,,,,Move: 3
Titans of Ul,FACTION_TECHNOLOGIES,Capacity,,,,,,Capacity: 2
Titans of Ul,FACTION_TECHNOLOGIES,Sustain Damage,,,,,,Sustain Damage
Titans of Ul,FACTION_TECHNOLOGIES,Hel-Titan II,,,,,,Hel-Titan II (YR):
Titans of Ul,FACTION_TECHNOLOGIES,Ul PDS,,,,,,Ul PDS
Titans of Ul,FACTION_TECHNOLOGIES,Combat,,,,,,Combat: 6
Titans of Ul,FACTION_TECHNOLOGIES,Planetary Shield,,,,,,Planetary Shield
Titans of Ul,FACTION_TECHNOLOGIES,Sustain Damage,,,,,,Sustain Damage
Titans of Ul,FACTION_TECHNOLOGIES,SPACE CANNON 5,,,,,,SPACE CANNON 5
Titans of Ul,FACTION_TECHNOLOGIES,PRODUCTION 1,,,,,,PRODUCTION 1
Titans of Ul,FACTION_TECHNOLOGIES,This unit is treated as both a structure and a ground force. It cannot be transported. You may use this unit's SPACE CANNON against ships that are adjacent to this unit's system.,,,,,,This unit is treated as both a structure and a ground force. It cannot be transported. You may use this unit's SPACE CANNON against ships that are adjacent to this unit's system.
Titans of Ul,SPECIAL_UNITS,Saturn Engine I,,,,,,Saturn Engine I:
Titans of Ul,SPECIAL_UNITS,Ul Cruiser,,,,,,Ul Cruiser
Titans of Ul,SPECIAL_UNITS,Cost,,,,,,Cost: 2
Titans of Ul,SPECIAL_UNITS,Combat,,,,,,Combat: 7
Titans of Ul,SPECIAL_UNITS,Move,,,,,,Move: 2
Titans of Ul,SPECIAL_UNITS,Capacity,,,,,,Capacity: 1
Titans of Ul,SPECIAL_UNITS,Hel-Titan I,,,,,,Hel-Titan I:
Titans of Ul,SPECIAL_UNITS,Ul PDS,,,,,,Ul PDS
Titans of Ul,SPECIAL_UNITS,Combat,,,,,,Combat: 7
Titans of Ul,SPECIAL_UNITS,Planetary Shield,,,,,,Planetary Shield
Titans of Ul,SPECIAL_UNITS,Sustain Damage,,,,,,Sustain Damage
